아파트명,구,동
유원,서대문구,홍은동
장성미모아,서대문구,홍은동
제이씨라디앙,서대문구,홍은동
진흥,서대문구,홍은동
초원,서대문구,홍은동
풍림1차,서대문구,홍은동
풍림2,서대문구,홍은동
"현대(1,2차)",서대문구,홍은동
현대하이츠,서대문구,홍은동
홍은동벽산,서대문구,홍은동
홍은동아더프라임,서대문구,홍은동
홍은동풍림아이원,서대문구,홍은동
홍은드림아파트,서대문구,홍은동
홍은미성,서대문구,홍은동
홍은센트레빌,서대문구,홍은동
힐스테이트홍은포레스트,서대문구,홍은동
경일,서대문구,홍제동
고은,서대문구,홍제동
광산,서대문구,홍제동
그레이스(B동),서대문구,홍제동
그레이스A동,서대문구,홍제동
금호어울림,서대문구,홍제동
남양,서대문구,홍제동
동양드림,서대문구,홍제동
동일1차,서대문구,홍제동
동일2차,서대문구,홍제동
동일3차,서대문구,홍제동
동일4차,서대문구,홍제동
동일5차101동,서대문구,홍제동
마체스터,서대문구,홍제동
무악재한화,서대문구,홍제동
문화촌현대,서대문구,홍제동
서대문푸르지오센트럴파크,서대문구,홍제동
서울맨션,서대문구,홍제동
성원,서대문구,홍제동
송도그린빌A동,서대문구,홍제동
아름채,서대문구,홍제동
안산맨숀,서대문구,홍제동
에이원,서대문구,홍제동
원일,서대문구,홍제동
유원하나,서대문구,홍제동
인왕,서대문구,홍제동
인왕궁맨숀,서대문구,홍제동
인왕드림빌,서대문구,홍제동
인왕산벽산,서대문구,홍제동
인왕산어울림,서대문구,홍제동
인왕산한신휴플러스,서대문구,홍제동
인왕산현대,서대문구,홍제동
제니스,서대문구,홍제동
제니스뷰아파트,서대문구,홍제동
제일아파트,서대문구,홍제동
조한,서대문구,홍제동
중앙하이츠,서대문구,홍제동
청구1차,서대문구,홍제동
청구2차,서대문구,홍제동
청구3차,서대문구,홍제동
태영으뜸(데시앙),서대문구,홍제동
파크힐,서대문구,홍제동
풍진베이스타운,서대문구,홍제동
현대그린,서대문구,홍제동
홍일,서대문구,홍제동
홍제맨션,서대문구,홍제동
홍제비콘드림힐,서대문구,홍제동
홍제삼성래미안,서대문구,홍제동
홍제센트럴IPARK,서대문구,홍제동
홍제에스피엘,서대문구,홍제동
홍제역해링턴플레이스,서대문구,홍제동
홍제원그린뷰아파트,서대문구,홍제동
홍제원현대(459-0),서대문구,홍제동
홍제한양,서대문구,홍제동
홍제해성,서대문구,홍제동
홍제헤렌,서대문구,홍제동
홍제현대,서대문구,홍제동
힐탑,서대문구,홍제동
서초더샵포레,서초구,내곡동
서초포레스타2단지,서초구,내곡동
APELBAUM,서초구,반포동
궁전,서초구,반포동
그랑빌,서초구,반포동
금정노블,서초구,반포동
노블하우스,서초구,반포동
다우탑스빌라트,서초구,반포동
대백세인트빌,서초구,반포동
대성유니드,서초구,반포동
더샵반포리버파크,서초구,반포동
덕동반포빌라트,서초구,반포동
디에이치반포라클라스,서초구,반포동
라인,서초구,반포동
래미안원베일리,서초구,반포동
래미안원펜타스,서초구,반포동
래미안퍼스티지,서초구,반포동
레베빌,서초구,반포동
레베빌(86-10),서초구,반포동
리더스빌,서초구,반포동
몽마르뜨빌(577-3),서초구,반포동
몽마르뜨빌(577-4),서초구,반포동
몽마르뜨파크,서초구,반포동
반포2차ApelBaum,서초구,반포동
반포TS프리우스,서초구,반포동
반포대우멤버스카운티,서초구,반포동
반포대우멤버스카운티2차,서초구,반포동
반포동피카소빌,서초구,반포동
반포두산힐스빌,서초구,반포동
반포래미안아이파크,서초구,반포동
반포루이캐슬,서초구,반포동
반포리체,서초구,반포동
반포미도,서초구,반포동
반포미도2차아파트,서초구,반포동
반포샤인힐4차,서초구,반포동
반포서래빌,서초구,반포동
반포서래월드메르디앙스칼라아파트A동,서초구,반포동
반포서래월드메르디앙스칼라아파트B동,서초구,반포동
반포센트레빌아스테리움,서초구,반포동
반포써밋,서초구,반포동
반포쎄레노아파트,서초구,반포동
반포에스케이뷰,서초구,반포동
반포이안애1차,서초구,반포동
반포자이,서초구,반포동
반포주공1단지,서초구,반포동
반포파크빌,서초구,반포동
반포팰리스,서초구,반포동
반포푸르지오,서초구,반포동
반포훼미리(101동),서초구,반포동
반포훼미리(102동),서초구,반포동
반포훼미리(103동),서초구,반포동
반포훼미리(104동),서초구,반포동
반포훼밀리빌,서초구,반포동
반포힐스,서초구,반포동
반포힐스테이트,서초구,반포동
베로니스6차,서초구,반포동
보아스힐(701-4),서초구,반포동
브리앙뜨,서초구,반포동
브리앙뜨3차,서초구,반포동
비버리힐즈,서초구,반포동
산호아파트,서초구,반포동
삼광,서초구,반포동
삼성에이스빌,서초구,반포동
삼호가든맨션(5차),서초구,반포동
상지리츠빌(73-10),서초구,반포동
상지리츠빌(73-2),서초구,반포동
상지리츠빌2차,서초구,반포동
서래아르드빌,서초구,반포동
선데일,서초구,반포동
신구노빌리티,서초구,반포동
신성리더스카운티,서초구,반포동
써니힐,서초구,반포동
쏠레뉴,서초구,반포동
아델스빌1,서초구,반포동
아크로리버파크,서초구,반포동
에이아이디차관주택,서초구,반포동
엘리제빌,서초구,반포동
엠브이아파트,서초구,반포동
예당하우스,서초구,반포동
윌턴빌,서초구,반포동
일신반포빌라트,서초구,반포동
장원빌라트,서초구,반포동
정광아파트,서초구,반포동
청광아트빌라12,서초구,반포동
타운빌,서초구,반포동
태평아트,서초구,반포동
테마하우스,서초구,반포동
팔라디오,서초구,반포동
프라임빌라트,서초구,반포동
프레스턴클레식,서초구,반포동
한신3차,서초구,반포동
한신상가,서초구,반포동
한신서래,서초구,반포동
현대동궁아파트,서초구,반포동
현대반포빌라트B,서초구,반포동
효성빌라26동,서초구,반포동
SK리더스뷰(파스텔시티),서초구,방배동
TheHerren,서초구,방배동
UPPERHOUSE,서초구,방배동
UPPERHOUSE2,서초구,방배동
Venessere,서초구,방배동
강남아트빌,서초구,방배동
갤러리하우스,서초구,방배동
골드아트빌,서초구,방배동
공작빌라트,서초구,방배동
광해리드빌,서초구,방배동
그랑씨엘2000,서초구,방배동
그린,서초구,방배동
금강프리빌,서초구,방배동
나스빌,서초구,방배동
나스빌3차,서초구,방배동
나인빌,서초구,방배동
네스코,서초구,방배동
네스코뮤즈빌(A),서초구,방배동
네스코뮤즈빌(B),서초구,방배동
노블씨티,서초구,방배동
노블하우스(803-8),서초구,방배동
노블하임,서초구,방배동
뉴캐슬,서초구,방배동
다솔,서초구,방배동
다움7샤인힐,서초구,방배동
다이너스티힐,서초구,방배동
대건딜라이트,서초구,방배동
대림e-편한세상1,서초구,방배동
대우(효령),서초구,방배동
대우로얄빌라트(1027-1),서초구,방배동
동광빌라트,서초구,방배동
동부센트레빌,서초구,방배동
두원,서초구,방배동
디오수페리움2,서초구,방배동
디오엠프리미어,서초구,방배동
라온채,서초구,방배동
라파예트,서초구,방배동
래미안방배아트힐(1008-2),서초구,방배동
래미안방배에버뉴,서초구,방배동
레베빌,서초구,방배동
레베빌(798-1),서초구,방배동
레베빌2,서초구,방배동
렉스빌,서초구,방배동
롯데빌라트2차,서초구,방배동
롯데아파트,서초구,방배동
롯데캐슬아르떼,서초구,방배동
롯데캐슬파크(34),서초구,방배동
롯데캐슬파크(38),서초구,방배동
롯데캐슬파크(40),서초구,방배동
롯데캐슬포레스트,서초구,방배동
롯데캐슬헤론,서초구,방배동
루이스캐슬,서초구,방배동
르가든5차,서초구,방배동
르가든6차,서초구,방배동
리베하임,서초구,방배동
리벨루스(804-1),서초구,방배동
리첸시아방배,서초구,방배동
리치팰리스,서초구,방배동
멤버스빌,서초구,방배동
멤버스카운티601,서초구,방배동
명지해드는터,서초구,방배동
모닝아트빌,서초구,방배동
바흐하우스반포캐슬,서초구,방배동
방배 서리풀 그랑블,서초구,방배동
방배1차현대홈타운,서초구,방배동
방배2차e-편한세상,서초구,방배동
방배2차상지리츠빌,서초구,방배동
방배2차현대홈타운,서초구,방배동
방배3차e-편한세상,서초구,방배동
방배3차현대홈타운,서초구,방배동
방배5차상지리츠빌,서초구,방배동
방배CJ나인빌1차,서초구,방배동
방배CJ나인빌2차,서초구,방배동
방배갤러리,서초구,방배동
방배그랑자이,서초구,방배동
방배노블힐스,서초구,방배동
방배다움샤인힐,서초구,방배동
방배대성유니드아파트,서초구,방배동
방배대우(562-1),서초구,방배동
방배대우디오빌,서초구,방배동
방배대우멤버스카운티,서초구,방배동
방배대우멤버스카운티(809-17),서초구,방배동
방배대우멤버스카운티201,서초구,방배동
방배대우멤버스카운티301,서초구,방배동
방배대우멤버스카운티501,서초구,방배동
방배대우멤버스카운티502,서초구,방배동
방배대우유로카운티,서초구,방배동
방배동갤러리하우스3,서초구,방배동
방배디오슈페리움Ⅰ,서초구,방배동
방배래미안타워,서초구,방배동
방배렉슬,서초구,방배동
방배롯데캐슬OSCAR,서초구,방배동
방배롯데캐슬로제,서초구,방배동
방배리치빌,서초구,방배동
방배마에스트로,서초구,방배동
방배브라운가,서초구,방배동
방배블레스밸리,서초구,방배동
방배비젼21빌라트,서초구,방배동
방배삼성홈타운(101),서초구,방배동
방배샤인힐6차,서초구,방배동
방배서리풀힐스,서초구,방배동
방배승원아트빌,서초구,방배동
방배신동아럭스빌,서초구,방배동
방배신삼호,서초구,방배동
방배신주,서초구,방배동
방배씨티(보성),서초구,방배동
방배아이파크,서초구,방배동
방배아크로리버,서초구,방배동
방배아크로타워,서초구,방배동
방배아크빌,서초구,방배동
방배아트e-편한세상102,서초구,방배동
방배아트e-편한세상103,서초구,방배동
방배아트e-편한세상106,서초구,방배동
방배아트e편한세상101,서초구,방배동
방배아트e편한세상104,서초구,방배동
방배아트e편한세상105,서초구,방배동
방배아트자이,서초구,방배동
방배아펠바움,서초구,방배동
방배어울림,서초구,방배동
방배엔스위트,서초구,방배동
방배우성,서초구,방배동
방배임광3차,서초구,방배동
방배자이,서초구,방배동
방배중앙센트레빌,서초구,방배동
방배타운하우스,서초구,방배동
방배트리플,서초구,방배동
방배포레스트,서초구,방배동
방배한화,서초구,방배동
방배현대멤피스2,서초구,방배동
방배현대빌라트(999-2),서초구,방배동
방배호원,서초구,방배동
방배홈타운(479-11),서초구,방배동
방배힐1차,서초구,방배동
방배힐2차,서초구,방배동
베네쎄레,서초구,방배동
베로니스2차,서초구,방배동
베로니스3차,서초구,방배동
베로니스5차,서초구,방배동
벨루체팰리스,서초구,방배동
보아스방배,서초구,방배동
부에나비스타,서초구,방배동
브라운스톤방배,서초구,방배동
브라운스톤효령아파트,서초구,방배동
비젼21(2차),서초구,방배동
빌라도르,서초구,방배동
빌라일두오모,서초구,방배동
삼성래미안1,서초구,방배동
삼익,서초구,방배동
삼호1동~3동,서초구,방배동
삼호2,서초구,방배동
삼호3,서초구,방배동
삼호한숲,서초구,방배동
삼환나띠르빌(1002-10),서초구,방배동
삼환나띠르빌(1002-11),서초구,방배동
삼환나띠르빌(1002-21),서초구,방배동
삼환나띠르빌(1002-22),서초구,방배동
삼환나띠르빌(1002-7),서초구,방배동
삼환나띠르빌(1002-8),서초구,방배동
삼환나띠르빌(1002-9),서초구,방배동
상지리츠빌4차(843-11),서초구,방배동
상지리츠빌4차(843-13),서초구,방배동
상지리츠빌6차,서초구,방배동
상지리츠빌7차,서초구,방배동
상지리츠빌8차,서초구,방배동
서리풀e편한세상,서초구,방배동
서리풀래디앙아파트,서초구,방배동
서리풀프라젠아파트,서초구,방배동
서초이에스에이3차,서초구,방배동
서초훼미리하우스,서초구,방배동
서희융창,서초구,방배동
선영베스트,서초구,방배동
설록,서초구,방배동
성지라빌레뜨B,서초구,방배동
세양아르비채101동,서초구,방배동
세양아르비채102동,서초구,방배동
스톤힐스,서초구,방배동
신구,서초구,방배동
신구하이텍빌리지,서초구,방배동
신동아,서초구,방배동
신원아침도시,서초구,방배동
신한엔시모,서초구,방배동
신호,서초구,방배동
신호그린빌,서초구,방배동
신호나이스빌,서초구,방배동
쌍용예가클래식,서초구,방배동
써니힐즈,서초구,방배동
아이리스,서초구,방배동
엘루크방배서리풀,서초구,방배동
엘르빌,서초구,방배동
영지아트빌라,서초구,방배동
영진,서초구,방배동
월드빌라트(798-5),서초구,방배동
월드빌라트(999),서초구,방배동
월드빌리지,서초구,방배동
이연아마빌레,서초구,방배동
임광,서초구,방배동
정림,서초구,방배동
청광(761-5),서초구,방배동
청광아트빌(14차),서초구,방배동
청암,서초구,방배동
카사벨라(939-9),서초구,방배동
캐슬렉스,서초구,방배동
탑빌라트,서초구,방배동
태림,서초구,방배동
태화빌라(733),서초구,방배동
파라다이스(477-7),서초구,방배동
파인빌리지,서초구,방배동
판테옹빌라,서초구,방배동
팔라티노,서초구,방배동
퍼시픽56차,서초구,방배동
포렛힐,서초구,방배동
폴라씨엘로,서초구,방배동
푸른마을,서초구,방배동
프라하임1차,서초구,방배동
프레스턴(1-119),서초구,방배동
프레스턴(1-62),서초구,방배동
프리우스,서초구,방배동
필그린빌라,서초구,방배동
하늘바람,서초구,방배동
한신트리플,서초구,방배동
한신휴플러스,서초구,방배동
한진로즈힐,서초구,방배동
한화엘르빌,서초구,방배동
현대맨션,서초구,방배동
현대멤피스,서초구,방배동
현대쉴러하우스,서초구,방배동
현대아르빌,서초구,방배동
현대오페라하우스,서초구,방배동
현대오페라하우스2차,서초구,방배동
황실자이,서초구,방배동
효산빌라트,서초구,방배동
훼미리타운,서초구,방배동
힐스나인빌리지,서초구,방배동
(1617-21),서초구,서초동
DK밸리뷰서초2차,서초구,서초동
DK밸리뷰시티,서초구,서초동
LOFT1487,서초구,서초동
N-Suite(1513-2),서초구,서초동
N-Suite101동(1511-6),서초구,서초동
N-Suite102동(1511-3),서초구,서초동
urbanplace,서초구,서초동
강남아르젠,서초구,서초동
강남태영데시앙루브,서초구,서초동
갤러리하우스,서초구,서초동
경남아너스빌,서초구,서초동
경남아너스빌(1608-8),서초구,서초동
경남아너스빌201동,서초구,서초동
그린빌라트,서초구,서초동
극동스타클래스2,서초구,서초동
끄레메빌,서초구,서초동
다솔,서초구,서초동
다솔멤버스,서초구,서초동
다우월드아파트,서초구,서초동
대경벨로체,서초구,서초동
대림서초리시온,서초구,서초동
대상파크빌,서초구,서초동
대성유니드,서초구,서초동
대호프레조빌,서초구,서초동
더미켈란,서초구,서초동
더샵서초,서초구,서초동
"더샾오데움(101,102동)",서초구,서초동
더샾오데움(103동),서초구,서초동
더샾오데움(104동),서초구,서초동
더클래스,서초구,서초동
도무스,서초구,서초동
동아빌라트1,서초구,서초동
동아빌리지,서초구,서초동
동원베네스트아파트,서초구,서초동
동일하이빌,서초구,서초동
두산위브(1362),서초구,서초동
두진한아름,서초구,서초동
디아레나서초,서초구,서초동
라파엘로,서초구,서초동
래미안 리더스원,서초구,서초동
래미안서초3차,서초구,서초동
래미안서초4차,서초구,서초동
래미안서초5차,서초구,서초동
래미안서초7차,서초구,서초동
래미안서초스위트,서초구,서초동
래미안서초에스티지,서초구,서초동
래미안서초에스티지S,서초구,서초동
래미안서초유니빌,서초구,서초동
레미안서초6차(1520-9),서초구,서초동
로얄파크에이,서초구,서초동
로얄하이츠,서초구,서초동
롯데캐슬메디치,서초구,서초동
롯데캐슬스파,서초구,서초동
롯데캐슬쥬피터,서초구,서초동
롯데캐슬클래식,서초구,서초동
루컴즈힐서리풀,서초구,서초동
리안하우스,서초구,서초동
마샹스,서초구,서초동
마샹스(2차),서초구,서초동
"마제스타시티(힐스테이트서리풀101,102동)",서초구,서초동
밀라텔쉐르빌,서초구,서초동
보미리즌빌,서초구,서초동
브라운스톤로얄스위트서초,서초구,서초동
브라운스톤서초(1677-1),서초구,서초동
비버리캐슬,서초구,서초동
삼성서초가든스위트,서초구,서초동
삼풍아파트,서초구,서초동
삼환바우스,서초구,서초동
상지리츠빌(1),서초구,서초동
상지리츠빌(10),서초구,서초동
상지리츠빌(1617-13),서초구,서초동
상지리츠빌(3),서초구,서초동
상지리츠빌(4),서초구,서초동
상지리츠빌(5),서초구,서초동
상지리츠빌(6),서초구,서초동
상지리츠빌(7),서초구,서초동
새티스,서초구,서초동
새티스2,서초구,서초동
샹보르,서초구,서초동
서린,서초구,서초동
서초1차e-편한세상,서초구,서초동
서초2차e-편한세상,서초구,서초동
서초3차e편한세상,서초구,서초동
서초4현대,서초구,서초동
서초5차e편한세상,서초구,서초동
서초8차상지리츠빌,서초구,서초동
서초교대e편한세상,서초구,서초동
서초그랑자이,서초구,서초동
서초극동스타클래스,서초구,서초동
서초금호어울림,서초구,서초동
서초나산스위트,서초구,서초동
서초네스피아B,서초구,서초동
서초노블레스아파트,서초구,서초동
서초노빌리에,서초구,서초동
서초녹원,서초구,서초동
서초대림빌라트,서초구,서초동
서초대성유니드,서초구,서초동
서초대우,서초구,서초동
서초대우아이빌,서초구,서초동
서초동대우디오빌프라임,서초구,서초동
서초동롯데캐슬리버티,서초구,서초동
서초동삼성쉐르빌2,서초구,서초동
서초동아,서초구,서초동
서초동아이파크,서초구,서초동
서초동아타워,서초구,서초동
서초동에지앙,서초구,서초동
서초동프레스티지아파트,서초구,서초동
서초동현대리츠빌,서초구,서초동
서초두산위브2,서초구,서초동
서초두산위브트레지움,서초구,서초동
서초드림하이츠,서초구,서초동
서초래미안,서초구,서초동
서초레몬,서초구,서초동
서초로얄,서초구,서초동
서초로즈힐,서초구,서초동
서초롯데캐슬84,서초구,서초동
서초롯데캐슬프레지던트,서초구,서초동
서초벽산블루밍,서초구,서초동
서초블레스,서초구,서초동
서초블리스아파트,서초구,서초동
서초삼성래미안,서초구,서초동
서초센트럴IPARK,서초구,서초동
서초쌍용플래티넘,서초구,서초동
서초아크빌,서초구,서초동
서초아트래디앙,서초구,서초동
서초아트빌,서초구,서초동
서초아트자이,서초구,서초동
서초아파트,서초구,서초동
서초에스케이뷰,서초구,서초동
서초예성그린캐슬,서초구,서초동
서초우방유쉘,서초구,서초동
서초이오빌,서초구,서초동
서초자연인아파트(101동),서초구,서초동
서초자연인아파트(102동),서초구,서초동
서초자이,서초구,서초동
서초자이르네,서초구,서초동
서초중흥S-클래스(도시형생활주택),서초구,서초동
서초지웰,서초구,서초동
서초코아,서초구,서초동
서초타운트라팰리스,서초구,서초동
서초타워시티빌,서초구,서초동
서초태동스위트,서초구,서초동
서초트라팰리스,서초구,서초동
서초트레져,서초구,서초동
서초파라곤,서초구,서초동
서초푸르지오써밋,서초구,서초동
서초프라임빌(1566-9),서초구,서초동
서초프레스턴,서초구,서초동
서초한빛삼성,서초구,서초동
서초한신,서초구,서초동
서초한신리빙타워,서초구,서초동
서초한양수자인,서초구,서초동
서초한일,서초구,서초동
서초한일유앤아이주상복합,서초구,서초동
서초현대,서초구,서초동
서초현대타워아파트,서초구,서초동
서초화원그랑빌,서초구,서초동
서초힐하우스,서초구,서초동
수광빌라트,서초구,서초동
스위트빌,서초구,서초동
신동아아파트(1차),서초구,서초동
신동아아파트(2차),서초구,서초동
신원아침도시(1420),서초구,서초동
신원아침도시(1434),서초구,서초동
아남,서초구,서초동
아이파크빌,서초구,서초동
아크로비스타,서초구,서초동
애지앙,서초구,서초동
연우,서초구,서초동
예림,서초구,서초동
예성그린(1667-3),서초구,서초동
옥스포드빌라트,서초구,서초동
우성아파트,서초구,서초동
우정에쉐르,서초구,서초동
월드메르디앙,서초구,서초동
월드메르디앙(오페라),서초구,서초동
월드메르디앙A,서초구,서초동
월드빌라트,서초구,서초동
유원서초,서초구,서초동
장미아파트,서초구,서초동
제이씨라디앙,서초구,서초동
지에스타워,서초구,서초동
진흥아파트,서초구,서초동
초원현대,서초구,서초동
트라움하우스2,서초구,서초동
트라움하우스3,서초구,서초동
티에스프리우스,서초구,서초동
풍림아이원(101동),서초구,서초동
풍림아이원(102동),서초구,서초동
풍림아이원플러스,서초구,서초동
프레스턴-2(1506-42),서초구,서초동
한라비발디스튜디오193,서초구,서초동
한성,서초구,서초동
한승미메이드,서초구,서초동
햄프턴코트,서초구,서초동
현대ESA2,서초구,서초동
현대빌라트,서초구,서초동
현대서초3,서초구,서초동
현대서초빌라트,서초구,서초동
현대성우주상복합아파트,서초구,서초동
현대슈퍼빌,서초구,서초동
현대아파트,서초구,서초동
현대이에스에이아파트,서초구,서초동
현대임페리움,서초구,서초동
현대홈타운,서초구,서초동
서초포레스타3단지,서초구,신원동
서초포레스타5단지,서초구,신원동
서초포레스타6단지,서초구,신원동
서초포레스타7단지,서초구,신원동
힐스테이트서초젠트리스,서초구,신원동
(66-3),서초구,양재동
강남월드메르디앙프레스티지,서초구,양재동
경희궁,서초구,양재동
광정,서초구,양재동
그린씨티아파트1,서초구,양재동
금강,서초구,양재동
길명오퍼스,서초구,양재동
노블하우스,서초구,양재동
누리빌,서초구,양재동
뉴현대,서초구,양재동
대흥,서초구,양재동
더-클라스,서초구,양재동
더-클라스(402-8),서초구,양재동
동원,서초구,양재동
동원그린,서초구,양재동
드림팰리스103동,서초구,양재동
리시본하우스,서초구,양재동
리치스,서초구,양재동
리치타운,서초구,양재동
마로니에,서초구,양재동
메르디안하우스,서초구,양재동
미라보,서초구,양재동
미영(101),서초구,양재동
미영(102),서초구,양재동
베누시아,서초구,양재동
블루하이츠,서초구,양재동
비젼(102),서초구,양재동
비젼(103),서초구,양재동
비젼아파트101동,서초구,양재동
삼익양재빌라,서초구,양재동
새티스,서초구,양재동
새티스(402-10),서초구,양재동
서초,서초구,양재동
서초파크빌,서초구,양재동
선경에버빌,서초구,양재동
성영,서초구,양재동
시그마,서초구,양재동
신영체르니,서초구,양재동
아원데코빌,서초구,양재동
양재,서초구,양재동
양재동현대,서초구,양재동
양재테크노2차,서초구,양재동
양재테크노3,서초구,양재동
양재테크노5,서초구,양재동
양재테크노빌,서초구,양재동
양재파크뷰,서초구,양재동
양재한신휴플러스,서초구,양재동
우면파크아파트,서초구,양재동
우성,서초구,양재동
우성112,서초구,양재동
우성KBS(113동),서초구,양재동
위너스,서초구,양재동
인랜드,서초구,양재동
초원탑스빌,서초구,양재동
태양파크빌,서초구,양재동
파크뷰,서초구,양재동
파크사이드,서초구,양재동
포레스빌,서초구,양재동
프라임,서초구,양재동
한솔로이젠트,서초구,양재동
한아름,서초구,양재동
해청,서초구,양재동
해청3차,서초구,양재동
해청파인빌,서초구,양재동
현대타운,서초구,양재동
현대테라하임101동,서초구,양재동
현대테라하임102동,서초구,양재동
휴먼씨티,서초구,양재동
힐하우스,서초구,양재동
대림,서초구,우면동
동고,서초구,우면동
서초네이처힐1단지,서초구,우면동
서초네이처힐2단지,서초구,우면동
서초네이처힐3단지,서초구,우면동
서초네이처힐4단지,서초구,우면동
서초네이처힐6단지,서초구,우면동
서초네이처힐7단지,서초구,우면동
서초호반써밋,서초구,우면동
서초힐스,서초구,우면동
우솔마을서초리슈빌S아파트,서초구,우면동
코오롱,서초구,우면동
한라,서초구,우면동
호반써밋서초파크,서초구,우면동
호반써밋서초파크뷰(토지임대부아파트),서초구,우면동
강변,서초구,잠원동
금호베스트빌,서초구,잠원동
노블레스,서초구,잠원동
녹원한신,서초구,잠원동
대우아이빌,서초구,잠원동
대주피오레아파트,서초구,잠원동
데뜨아르,서초구,잠원동
동아,서초구,잠원동
두산위브,서초구,잠원동
띠에라하우스,서초구,잠원동
래미안신반포리오센트,서초구,잠원동
래미안신반포팰리스,서초구,잠원동
롯데캐슬갤럭시,서초구,잠원동
롯데캐슬갤럭시(50-1),서초구,잠원동
메이플자이,서초구,잠원동
미주파스텔,서초구,잠원동
반포르엘,서초구,잠원동
반포르엘2차,서초구,잠원동
반포센트럴자이,서초구,잠원동
보미리아파트,서초구,잠원동
브라운스톤잠원,서초구,잠원동
블루힐하우스,서초구,잠원동
빌폴라리스,서초구,잠원동
새서울맨션,서초구,잠원동
성진준빌라트,서초구,잠원동
신반포10,서초구,잠원동
신반포11,서초구,잠원동
신반포12,서초구,잠원동
신반포16,서초구,잠원동
신반포17,서초구,잠원동
신반포18(49-17),서초구,잠원동
신반포19,서초구,잠원동
신반포2,서초구,잠원동
신반포20,서초구,잠원동
신반포21,서초구,잠원동
신반포22,서초구,잠원동
신반포25,서초구,잠원동
신반포26,서초구,잠원동
신반포27,서초구,잠원동
신반포4,서초구,잠원동
신반포7,서초구,잠원동
신반포8,서초구,잠원동
신반포9,서초구,잠원동
신반포르엘,서초구,잠원동
신반포자이,서초구,잠원동
신반포중앙하이츠,서초구,잠원동
신반포청구,서초구,잠원동
신사레전드,서초구,잠원동
신화,서초구,잠원동
아크로리버뷰신반포,서초구,잠원동
오페라하우스,서초구,잠원동
월드메르디앙,서초구,잠원동
잠원동상지리츠빌카일룸,서초구,잠원동
잠원동트루빌,서초구,잠원동
잠원시티아파트,서초구,잠원동
잠원아이비,서초구,잠원동
잠원중앙하이츠(A동),서초구,잠원동
잠원현대훼밀리,서초구,잠원동
중앙하이츠,서초구,잠원동
청구빌라트,서초구,잠원동
킴스빌리지,서초구,잠원동
한강,서초구,잠원동
한신,서초구,잠원동
한신그린,서초구,잠원동
한신로얄,서초구,잠원동
한신진일빌라트,서초구,잠원동
한신타운,서초구,잠원동
한신타워,서초구,잠원동
현대,서초구,잠원동
훼미리,서초구,잠원동
금호삼성래미안,성동구,금호동1가
벽산,성동구,금호동1가
신금호,성동구,금호동1가
신금호두산위브,성동구,금호동1가
이편한세상금호파크힐스,성동구,금호동1가
푸른마을(8차),성동구,금호동1가
금호자이1차,성동구,금호동2가
래미안하이리버,성동구,금호동2가
상기,성동구,금호동2가
신금호파크자이,성동구,금호동2가
금호1차푸르지오,성동구,금호동3가
금호자이2차,성동구,금호동3가
금호한신,성동구,금호동3가
두산,성동구,금호동3가
대우,성동구,금호동4가
롯데,성동구,금호동4가
리버마이다스빌,성동구,금호동4가
브라운스톤2차,성동구,금호동4가
브라운스톤금호,성동구,금호동4가
삼산금호,성동구,금호동4가
서울숲2차푸르지오,성동구,금호동4가
서울숲르씨엘,성동구,금호동4가
서울숲푸르지오,성동구,금호동4가
힐스테이트서울숲리버,성동구,금호동4가
삼성쉐르빌,성동구,도선동
대성유니드,성동구,마장동
라봄성동,성동구,마장동
마장동중앙하이츠,성동구,마장동
마장동해맑은아파트,성동구,마장동
삼성홈타운,성동구,마장동
삼웅아파트1동,성동구,마장동
삼웅아파트2동,성동구,마장동
세림,성동구,마장동
신명스카이뷰,성동구,마장동
신성미소지움,성동구,마장동
아트리움,성동구,마장동
왕십리금호어울림,성동구,마장동
왕십리삼성아파트,성동구,마장동
우성에비뉴,성동구,마장동
장원,성동구,마장동
태성,성동구,마장동
한건토파즈빌,성동구,마장동
한영스테이,성동구,마장동
행복드림,성동구,마장동
현대,성동구,마장동
드림시드,성동구,사근동
벽산,성동구,사근동
중앙하이츠,성동구,사근동
한양마이라움,성동구,사근동
센트럴큐브,성동구,상왕십리동
텐즈힐(2단지),성동구,상왕십리동
강변건영아파트,성동구,성수동1가
강변동양,성동구,성수동1가
갤러리아포레,성동구,성수동1가
금호,성동구,성수동1가
대우2,성동구,성수동1가
동아,성동구,성수동1가
동아그린,성동구,성수동1가
뚝섬현대,성동구,성수동1가
서울숲대림,성동구,성수동1가
서울숲성수현대,성동구,성수동1가
서울숲아이파크리버포레1차,성동구,성수동1가
서울숲아이파크리버포레2차,성동구,성수동1가
서울숲한양현대,성동구,성수동1가
서울숲해오름(717-0),성동구,성수동1가
성수파크빌,성동구,성수동1가
신장미,성동구,성수동1가
쌍용,성동구,성수동1가
아크로서울포레스트,성동구,성수동1가
우방,성동구,성수동1가
우성,성동구,성수동1가
중앙하이츠빌,성동구,성수동1가
트리마제,성동구,성수동1가
한진타운,성동구,성수동1가
현대그린,성동구,성수동1가
E-아름다운세상,성동구,성수동2가
강변금호타운,성동구,성수동2가
강변임광,성동구,성수동2가
강변청구3,성동구,성수동2가
강변현대,성동구,성수동2가
금호타운2차아파트,성동구,성수동2가
대명루첸,성동구,성수동2가
